name,day,hour,bike_stands_mean,available_bikes_mean,available_bike_stands_mean
BARROW STREET,Friday,0,40.0,13.652173913043478,26.347826086956523
BARROW STREET,Friday,1,40.0,14.12,25.88
BARROW STREET,Friday,2,40.0,13.869565217391305,26.130434782608695
BARROW STREET,Friday,3,40.0,14.0,26.0
BARROW STREET,Friday,4,40.0,14.84,25.16
BARROW STREET,Friday,5,40.0,11.458333333333334,28.541666666666668
BARROW STREET,Friday,6,40.0,15.652173913043478,24.347826086956523
BARROW STREET,Friday,7,40.0,22.25,17.291666666666668
BARROW STREET,Friday,8,40.0,21.6,17.92
BARROW STREET,Friday,9,40.0,22.208333333333332,17.25
BARROW STREET,Friday,10,40.0,20.043478260869566,19.47826086956522
BARROW STREET,Friday,11,40.0,20.416666666666668,19.083333333333332
BARROW STREET,Friday,12,40.0,22.08,17.4
BARROW STREET,Friday,13,40.0,18.12,21.4
BARROW STREET,Friday,14,40.0,18.272727272727273,21.636363636363637
BARROW STREET,Friday,15,40.0,18.208333333333332,21.791666666666668
BARROW STREET,Friday,16,40.0,8.08,31.92
BARROW STREET,Friday,17,40.0,2.608695652173913,37.391304347826086
BARROW STREET,Friday,18,40.0,4.708333333333333,35.291666666666664
BARROW STREET,Friday,19,40.0,8.666666666666666,31.333333333333332
BARROW STREET,Friday,20,40.0,11.541666666666666,28.458333333333332
BARROW STREET,Friday,21,40.0,12.92,27.08
BARROW STREET,Friday,22,40.0,14.708333333333334,25.291666666666668
BARROW STREET,Friday,23,40.0,16.666666666666668,23.333333333333332
BARROW STREET,Monday,0,40.0,19.0,21.0
BARROW STREET,Monday,1,40.0,19.12,20.88
BARROW STREET,Monday,2,40.0,18.869565217391305,21.130434782608695
BARROW STREET,Monday,3,40.0,19.0,21.0
BARROW STREET,Monday,4,40.0,19.083333333333332,20.916666666666668
BARROW STREET,Monday,5,40.0,21.916666666666668,18.083333333333332
BARROW STREET,Monday,6,40.0,18.88,21.12
BARROW STREET,Monday,7,40.0,26.47826086956522,13.521739130434783
BARROW STREET,Monday,8,40.0,29.52,10.48
BARROW STREET,Monday,9,40.0,29.91304347826087,10.08695652173913
BARROW STREET,Monday,10,40.0,28.0,12.0
BARROW STREET,Monday,11,40.0,27.82608695652174,12.173913043478262
BARROW STREET,Monday,12,40.0,25.8,14.2
BARROW STREET,Monday,13,40.0,27.869565217391305,12.130434782608695
BARROW STREET,Monday,14,40.0,27.875,12.125
BARROW STREET,Monday,15,40.0,27.458333333333332,12.541666666666666
BARROW STREET,Monday,16,40.0,26.0,14.0
BARROW STREET,Monday,17,40.0,24.541666666666668,15.458333333333334
BARROW STREET,Monday,18,40.0,22.875,17.125
BARROW STREET,Monday,19,40.0,24.083333333333332,15.916666666666666
BARROW STREET,Monday,20,40.0,23.166666666666668,16.833333333333332
BARROW STREET,Monday,21,40.0,22.666666666666668,17.333333333333332
BARROW STREET,Monday,22,40.0,21.25,18.75
BARROW STREET,Monday,23,40.0,21.56,18.44
BARROW STREET,Saturday,0,40.0,17.0,23.0
BARROW STREET,Saturday,1,40.0,16.88,23.12
BARROW STREET,Saturday,2,40.0,17.0,23.0
BARROW STREET,Saturday,3,40.0,17.0,23.0
BARROW STREET,Saturday,4,40.0,17.0,23.0
BARROW STREET,Saturday,5,40.0,19.2,20.8
BARROW STREET,Saturday,6,40.0,18.24,21.76
BARROW STREET,Saturday,7,40.0,15.91304347826087,24.08695652173913
BARROW STREET,Saturday,8,40.0,12.541666666666666,27.458333333333332
BARROW STREET,Saturday,9,40.0,7.3478260869565215,32.65217391304348
BARROW STREET,Saturday,10,40.0,4.8,35.2
BARROW STREET,Saturday,11,40.0,4.0,36.0
BARROW STREET,Saturday,12,40.0,2.0,38.0
BARROW STREET,Saturday,13,40.0,1.75,38.25
BARROW STREET,Saturday,14,40.0,3.0833333333333335,36.916666666666664
BARROW STREET,Saturday,15,40.0,5.625,34.375
BARROW STREET,Saturday,16,40.0,14.08695652173913,25.91304347826087
BARROW STREET,Saturday,17,40.0,16.16,23.84
BARROW STREET,Saturday,18,40.0,17.47826086956522,22.52173913043478
BARROW STREET,Saturday,19,40.0,18.16,21.84
BARROW STREET,Saturday,20,40.0,19.583333333333332,20.416666666666668
BARROW STREET,Saturday,21,40.0,16.5,23.5
BARROW STREET,Saturday,22,40.0,20.82608695652174,19.17391304347826
BARROW STREET,Saturday,23,40.0,21.541666666666668,18.458333333333332
BARROW STREET,Sunday,0,40.0,22.2,17.8
BARROW STREET,Sunday,1,40.0,21.5,18.5
BARROW STREET,Sunday,2,40.0,20.73913043478261,19.26086956521739
BARROW STREET,Sunday,3,40.0,21.5,18.5
BARROW STREET,Sunday,4,40.0,23.115384615384617,16.884615384615383
BARROW STREET,Sunday,5,40.0,19.91304347826087,20.08695652173913
BARROW STREET,Sunday,6,40.0,22.88,17.12
BARROW STREET,Sunday,7,40.0,20.91304347826087,19.08695652173913
BARROW STREET,Sunday,8,40.0,20.043478260869566,19.956521739130434
BARROW STREET,Sunday,9,40.0,20.076923076923077,19.923076923076923
BARROW STREET,Sunday,10,40.0,19.875,20.125
BARROW STREET,Sunday,11,40.0,19.541666666666668,20.458333333333332
BARROW STREET,Sunday,12,40.0,20.652173913043477,19.347826086956523
BARROW STREET,Sunday,13,40.0,18.608695652173914,21.391304347826086
BARROW STREET,Sunday,14,40.0,20.88,19.12
BARROW STREET,Sunday,15,40.0,20.0,20.0
BARROW STREET,Sunday,16,40.0,24.91304347826087,15.08695652173913
BARROW STREET,Sunday,17,40.0,25.36,14.64
BARROW STREET,Sunday,18,40.0,26.652173913043477,13.347826086956522
BARROW STREET,Sunday,19,40.0,19.192307692307693,20.807692307692307
BARROW STREET,Sunday,20,40.0,18.272727272727273,21.727272727272727
BARROW STREET,Sunday,21,40.0,20.791666666666668,19.208333333333332
BARROW STREET,Sunday,22,40.0,18.52,21.48
BARROW STREET,Sunday,23,40.0,19.0,21.0
BARROW STREET,Thursday,0,40.0,7.0,33.0
BARROW STREET,Thursday,1,40.0,7.0,33.0
BARROW STREET,Thursday,2,40.0,5.341463414634147,34.65853658536585
BARROW STREET,Thursday,3,40.0,11.0,29.0
BARROW STREET,Thursday,4,40.0,8.052631578947368,31.94736842105263
BARROW STREET,Thursday,5,40.0,6.869565217391305,33.130434782608695
BARROW STREET,Thursday,6,40.0,7.625,32.291666666666664
BARROW STREET,Thursday,7,40.0,18.375,21.0
BARROW STREET,Thursday,8,40.0,31.04,7.96
BARROW STREET,Thursday,9,40.0,36.291666666666664,2.375
BARROW STREET,Thursday,10,40.0,36.70967741935484,2.3225806451612905
BARROW STREET,Thursday,11,40.0,36.029411764705884,3.0294117647058822
BARROW STREET,Thursday,12,40.0,32.75,6.416666666666667
BARROW STREET,Thursday,13,40.0,30.62162162162162,8.72972972972973
BARROW STREET,Thursday,14,40.0,25.914285714285715,13.628571428571428
BARROW STREET,Thursday,15,40.0,30.23076923076923,9.76923076923077
BARROW STREET,Thursday,16,40.0,28.25,11.75
BARROW STREET,Thursday,17,40.0,24.083333333333332,15.916666666666666
BARROW STREET,Thursday,18,40.0,10.416666666666666,29.583333333333332
BARROW STREET,Thursday,19,40.0,9.88,30.12
BARROW STREET,Thursday,20,40.0,8.25,31.75
BARROW STREET,Thursday,21,40.0,9.130434782608695,30.869565217391305
BARROW STREET,Thursday,22,40.0,10.72,29.28
BARROW STREET,Thursday,23,40.0,13.416666666666666,26.583333333333332
BARROW STREET,Tuesday,0,40.0,21.0,19.0
BARROW STREET,Tuesday,1,40.0,20.56,19.44
BARROW STREET,Tuesday,2,40.0,21.0,19.0
BARROW STREET,Tuesday,3,40.0,21.0,19.0
BARROW STREET,Tuesday,4,40.0,15.458333333333334,24.541666666666668
BARROW STREET,Tuesday,5,40.0,16.36,23.64
BARROW STREET,Tuesday,6,40.0,16.73913043478261,23.26086956521739
BARROW STREET,Tuesday,7,40.0,24.25,15.75
BARROW STREET,Tuesday,8,40.0,38.46153846153846,1.5384615384615385
BARROW STREET,Tuesday,9,40.0,38.76,1.24
BARROW STREET,Tuesday,10,40.0,36.34782608695652,3.652173913043478
BARROW STREET,Tuesday,11,40.0,34.43478260869565,5.565217391304348
BARROW STREET,Tuesday,12,40.0,33.208333333333336,6.791666666666667
BARROW STREET,Tuesday,13,40.0,31.28,8.72
BARROW STREET,Tuesday,14,40.0,28.681818181818183,11.318181818181818
BARROW STREET,Tuesday,15,40.0,20.333333333333332,19.666666666666668
BARROW STREET,Tuesday,16,40.0,19.291666666666668,20.708333333333332
BARROW STREET,Tuesday,17,40.0,8.25,31.75
BARROW STREET,Tuesday,18,40.0,1.875,38.125
BARROW STREET,Tuesday,19,40.0,1.6666666666666667,38.333333333333336
BARROW STREET,Tuesday,20,40.0,5.333333333333333,34.666666666666664
BARROW STREET,Tuesday,21,40.0,11.961538461538462,28.03846153846154
BARROW STREET,Tuesday,22,40.0,14.08695652173913,25.91304347826087
BARROW STREET,Tuesday,23,40.0,14.73913043478261,25.26086956521739
BARROW STREET,Wednesday,0,40.0,14.4,25.6
BARROW STREET,Wednesday,1,40.0,14.5,25.5
BARROW STREET,Wednesday,2,40.0,14.608695652173912,25.391304347826086
BARROW STREET,Wednesday,3,40.0,14.5,25.5
BARROW STREET,Wednesday,4,40.0,14.625,25.375
BARROW STREET,Wednesday,5,40.0,11.791666666666666,28.208333333333332
BARROW STREET,Wednesday,6,40.0,11.625,28.375
BARROW STREET,Wednesday,7,40.0,18.583333333333332,20.958333333333332
BARROW STREET,Wednesday,8,40.0,33.8,5.72
BARROW STREET,Wednesday,9,40.0,36.88,2.6
BARROW STREET,Wednesday,10,40.0,36.54545454545455,2.9545454545454546
BARROW STREET,Wednesday,11,40.0,33.833333333333336,5.666666666666667
BARROW STREET,Wednesday,12,40.0,31.833333333333332,7.666666666666667
BARROW STREET,Wednesday,13,40.0,32.8,7.2
BARROW STREET,Wednesday,14,40.0,33.833333333333336,6.166666666666667
BARROW STREET,Wednesday,15,40.0,35.65217391304348,4.3478260869565215
BARROW STREET,Wednesday,16,40.0,29.5,10.5
BARROW STREET,Wednesday,17,40.0,21.041666666666668,18.958333333333332
BARROW STREET,Wednesday,18,40.0,7.916666666666667,32.083333333333336
BARROW STREET,Wednesday,19,40.0,4.88,35.12
BARROW STREET,Wednesday,20,40.0,5.826086956521739,34.17391304347826
BARROW STREET,Wednesday,21,40.0,5.2,34.8
BARROW STREET,Wednesday,22,40.0,7.083333333333333,32.916666666666664
BARROW STREET,Wednesday,23,40.0,7.086956521739131,32.91304347826087
BENSON STREET,Friday,0,40.0,0.0,0.0
BENSON STREET,Friday,1,40.0,0.0,0.0
BENSON STREET,Friday,2,40.0,0.0,0.0
BENSON STREET,Friday,3,40.0,0.0,0.0
BENSON STREET,Friday,4,40.0,0.0,0.0
BENSON STREET,Friday,5,40.0,0.0,0.0
BENSON STREET,Friday,6,40.0,0.0,0.0
BENSON STREET,Friday,7,40.0,0.0,0.0
BENSON STREET,Friday,8,40.0,0.0,0.0
BENSON STREET,Friday,9,40.0,0.0,0.0
BENSON STREET,Friday,10,40.0,0.0,0.0
BENSON STREET,Friday,11,40.0,0.0,0.0
BENSON STREET,Friday,12,40.0,0.0,0.0
BENSON STREET,Friday,13,40.0,0.0,0.0
BENSON STREET,Friday,14,40.0,0.0,0.0
BENSON STREET,Friday,15,40.0,0.0,0.0
BENSON STREET,Friday,16,40.0,0.0,0.0
BENSON STREET,Friday,17,40.0,0.0,0.0
BENSON STREET,Friday,18,40.0,0.0,0.0
BENSON STREET,Friday,19,40.0,0.0,0.0
BENSON STREET,Friday,20,40.0,0.0,0.0
BENSON STREET,Friday,21,40.0,0.0,0.0
BENSON STREET,Friday,22,40.0,0.0,0.0
BENSON STREET,Friday,23,40.0,0.0,0.0
BENSON STREET,Monday,0,40.0,0.0,0.0
BENSON STREET,Monday,1,40.0,0.0,0.0
BENSON STREET,Monday,2,40.0,0.0,0.0
BENSON STREET,Monday,3,40.0,0.0,0.0
BENSON STREET,Monday,4,40.0,0.0,0.0
BENSON STREET,Monday,5,40.0,0.0,0.0
BENSON STREET,Monday,6,40.0,0.0,0.0
BENSON STREET,Monday,7,40.0,0.0,0.0
BENSON STREET,Monday,8,40.0,0.0,0.0
BENSON STREET,Monday,9,40.0,0.0,0.0
BENSON STREET,Monday,10,40.0,0.0,0.0
BENSON STREET,Monday,11,40.0,0.0,0.0
BENSON STREET,Monday,12,40.0,0.0,0.0
BENSON STREET,Monday,13,40.0,0.0,0.0
BENSON STREET,Monday,14,40.0,0.0,0.0
BENSON STREET,Monday,15,40.0,0.0,0.0
BENSON STREET,Monday,16,40.0,0.0,0.0
BENSON STREET,Monday,17,40.0,0.0,0.0
BENSON STREET,Monday,18,40.0,0.0,0.0
BENSON STREET,Monday,19,40.0,0.0,0.0
BENSON STREET,Monday,20,40.0,0.0,0.0
BENSON STREET,Monday,21,40.0,0.0,0.0
BENSON STREET,Monday,22,40.0,0.0,0.0
BENSON STREET,Monday,23,40.0,0.0,0.0
BENSON STREET,Saturday,0,40.0,0.0,0.0
BENSON STREET,Saturday,1,40.0,0.0,0.0
BENSON STREET,Saturday,2,40.0,0.0,0.0
BENSON STREET,Saturday,3,40.0,0.0,0.0
BENSON STREET,Saturday,4,40.0,0.0,0.0
BENSON STREET,Saturday,5,40.0,0.0,0.0
BENSON STREET,Saturday,6,40.0,0.0,0.0
BENSON STREET,Saturday,7,40.0,0.0,0.0
BENSON STREET,Saturday,8,40.0,0.0,0.0
BENSON STREET,Saturday,9,40.0,0.0,0.0
BENSON STREET,Saturday,10,40.0,0.0,0.0
BENSON STREET,Saturday,11,40.0,0.0,0.0
BENSON STREET,Saturday,12,40.0,0.0,0.0
BENSON STREET,Saturday,13,40.0,0.0,0.0
BENSON STREET,Saturday,14,40.0,0.0,0.0
BENSON STREET,Saturday,15,40.0,0.0,0.0
BENSON STREET,Saturday,16,40.0,0.0,0.0
BENSON STREET,Saturday,17,40.0,0.0,0.0
BENSON STREET,Saturday,18,40.0,0.0,0.0
BENSON STREET,Saturday,19,40.0,0.0,0.0
BENSON STREET,Saturday,20,40.0,0.0,0.0
BENSON STREET,Saturday,21,40.0,0.0,0.0
BENSON STREET,Saturday,22,40.0,0.0,0.0
BENSON STREET,Saturday,23,40.0,0.0,0.0
BENSON STREET,Sunday,0,40.0,0.0,0.0
BENSON STREET,Sunday,1,40.0,0.0,0.0
BENSON STREET,Sunday,2,40.0,0.0,0.0
BENSON STREET,Sunday,3,40.0,0.0,0.0
BENSON STREET,Sunday,4,40.0,0.0,0.0
BENSON STREET,Sunday,5,40.0,0.0,0.0
BENSON STREET,Sunday,6,40.0,0.0,0.0
BENSON STREET,Sunday,7,40.0,0.0,0.0
BENSON STREET,Sunday,8,40.0,0.0,0.0
BENSON STREET,Sunday,9,40.0,0.0,0.0
BENSON STREET,Sunday,10,40.0,0.0,0.0
BENSON STREET,Sunday,11,40.0,0.0,0.0
BENSON STREET,Sunday,12,40.0,0.0,0.0
BENSON STREET,Sunday,13,40.0,0.0,0.0
BENSON STREET,Sunday,14,40.0,0.0,0.0
BENSON STREET,Sunday,15,40.0,0.0,0.0
BENSON STREET,Sunday,16,40.0,0.0,0.0
BENSON STREET,Sunday,17,40.0,0.0,0.0
BENSON STREET,Sunday,18,40.0,0.0,0.0
BENSON STREET,Sunday,19,40.0,0.0,0.0
BENSON STREET,Sunday,20,40.0,0.0,0.0
BENSON STREET,Sunday,21,40.0,0.0,0.0
BENSON STREET,Sunday,22,40.0,0.0,0.0
BENSON STREET,Sunday,23,40.0,0.0,0.0
BENSON STREET,Thursday,0,40.0,0.0,0.0
BENSON STREET,Thursday,1,40.0,0.0,0.0
BENSON STREET,Thursday,2,40.0,0.0,0.0
BENSON STREET,Thursday,3,40.0,0.0,0.0
BENSON STREET,Thursday,4,40.0,0.0,0.0
BENSON STREET,Thursday,5,40.0,0.0,0.0
BENSON STREET,Thursday,6,40.0,0.0,0.0
BENSON STREET,Thursday,7,40.0,0.0,0.0
BENSON STREET,Thursday,8,40.0,0.0,0.0
BENSON STREET,Thursday,9,40.0,0.0,0.0
BENSON STREET,Thursday,10,40.0,0.0,0.0
BENSON STREET,Thursday,11,40.0,0.0,0.0
BENSON STREET,Thursday,12,40.0,0.0,0.0
BENSON STREET,Thursday,13,40.0,0.0,0.0
BENSON STREET,Thursday,14,40.0,0.0,0.0
BENSON STREET,Thursday,15,40.0,0.0,0.0
BENSON STREET,Thursday,16,40.0,0.0,0.0
BENSON STREET,Thursday,17,40.0,0.0,0.0
BENSON STREET,Thursday,18,40.0,0.0,0.0
BENSON STREET,Thursday,19,40.0,0.0,0.0
BENSON STREET,Thursday,20,40.0,0.0,0.0
BENSON STREET,Thursday,21,40.0,0.0,0.0
BENSON STREET,Thursday,22,40.0,0.0,0.0
BENSON STREET,Thursday,23,40.0,0.0,0.0
BENSON STREET,Tuesday,0,40.0,0.0,0.0
BENSON STREET,Tuesday,1,40.0,0.0,0.0
BENSON STREET,Tuesday,2,40.0,0.0,0.0
BENSON STREET,Tuesday,3,40.0,0.0,0.0
BENSON STREET,Tuesday,4,40.0,0.0,0.0
BENSON STREET,Tuesday,5,40.0,0.0,0.0
BENSON STREET,Tuesday,6,40.0,0.0,0.0
BENSON STREET,Tuesday,7,40.0,0.0,0.0
BENSON STREET,Tuesday,8,40.0,0.0,0.0
BENSON STREET,Tuesday,9,40.0,0.0,0.0
BENSON STREET,Tuesday,10,40.0,0.0,0.0
BENSON STREET,Tuesday,11,40.0,0.0,0.0
BENSON STREET,Tuesday,12,40.0,0.0,0.0
BENSON STREET,Tuesday,13,40.0,0.0,0.0
BENSON STREET,Tuesday,14,40.0,0.0,0.0
BENSON STREET,Tuesday,15,40.0,0.0,0.0
BENSON STREET,Tuesday,16,40.0,0.0,0.0
BENSON STREET,Tuesday,17,40.0,0.0,0.0
BENSON STREET,Tuesday,18,40.0,0.0,0.0
BENSON STREET,Tuesday,19,40.0,0.0,0.0
BENSON STREET,Tuesday,20,40.0,0.0,0.0
BENSON STREET,Tuesday,21,40.0,0.0,0.0
BENSON STREET,Tuesday,22,40.0,0.0,0.0
BENSON STREET,Tuesday,23,40.0,0.0,0.0
BENSON STREET,Wednesday,0,40.0,0.0,0.0
BENSON STREET,Wednesday,1,40.0,0.0,0.0
BENSON STREET,Wednesday,2,40.0,0.0,0.0
BENSON STREET,Wednesday,3,40.0,0.0,0.0
BENSON STREET,Wednesday,4,40.0,0.0,0.0
BENSON STREET,Wednesday,5,40.0,0.0,0.0
BENSON STREET,Wednesday,6,40.0,0.0,0.0
BENSON STREET,Wednesday,7,40.0,0.0,0.0
BENSON STREET,Wednesday,8,40.0,0.0,0.0
BENSON STREET,Wednesday,9,40.0,0.0,0.0
BENSON STREET,Wednesday,10,40.0,0.0,0.0
BENSON STREET,Wednesday,11,40.0,0.0,0.0
BENSON STREET,Wednesday,12,40.0,0.0,0.0
BENSON STREET,Wednesday,13,40.0,0.0,0.0
BENSON STREET,Wednesday,14,40.0,0.0,0.0
BENSON STREET,Wednesday,15,40.0,0.0,0.0
BENSON STREET,Wednesday,16,40.0,0.0,0.0
BENSON STREET,Wednesday,17,40.0,0.0,0.0
BENSON STREET,Wednesday,18,40.0,0.0,0.0
BENSON STREET,Wednesday,19,40.0,0.0,0.0
BENSON STREET,Wednesday,20,40.0,0.0,0.0
BENSON STREET,Wednesday,21,40.0,0.0,0.0
BENSON STREET,Wednesday,22,40.0,0.0,0.0
BENSON STREET,Wednesday,23,40.0,0.0,0.0
BLACKHALL PLACE,Friday,0,30.0,22.0,8.0
BLACKHALL PLACE,Friday,1,30.0,22.28,7.72
BLACKHALL PLACE,Friday,2,30.0,21.695652173913043,8.304347826086957
BLACKHALL PLACE,Friday,3,30.0,22.0,8.0
BLACKHALL PLACE,Friday,4,30.0,22.0,8.0
BLACKHALL PLACE,Friday,5,30.0,20.23076923076923,9.76923076923077
BLACKHALL PLACE,Friday,6,30.0,13.772727272727273,16.227272727272727
BLACKHALL PLACE,Friday,7,30.0,3.28,26.72
BLACKHALL PLACE,Friday,8,30.0,1.434782608695652,28.565217391304348
BLACKHALL PLACE,Friday,9,30.0,1.2083333333333333,28.791666666666668
BLACKHALL PLACE,Friday,10,30.0,2.3076923076923075,27.692307692307693
BLACKHALL PLACE,Friday,11,30.0,1.5833333333333333,28.416666666666668
BLACKHALL PLACE,Friday,12,30.0,4.75,25.25
BLACKHALL PLACE,Friday,13,30.0,4.695652173913044,25.304347826086957
BLACKHALL PLACE,Friday,14,30.0,4.3478260869565215,25.652173913043477
BLACKHALL PLACE,Friday,15,30.0,4.346153846153846,25.653846153846153
BLACKHALL PLACE,Friday,16,30.0,5.2727272727272725,24.727272727272727
BLACKHALL PLACE,Friday,17,30.0,6.5,23.5
BLACKHALL PLACE,Friday,18,30.0,6.64,23.36
BLACKHALL PLACE,Friday,19,30.0,5.44,24.56
BLACKHALL PLACE,Friday,20,30.0,9.454545454545455,20.545454545454547
BLACKHALL PLACE,Friday,21,30.0,19.153846153846153,10.846153846153847
BLACKHALL PLACE,Friday,22,30.0,20.91304347826087,9.08695652173913
BLACKHALL PLACE,Friday,23,30.0,25.083333333333332,4.916666666666667
BLACKHALL PLACE,Monday,0,30.0,9.5,20.5
BLACKHALL PLACE,Monday,1,30.0,9.36,20.64
BLACKHALL PLACE,Monday,2,30.0,9.652173913043478,20.347826086956523
BLACKHALL PLACE,Monday,3,30.0,9.5,20.5
BLACKHALL PLACE,Monday,4,30.0,9.423076923076923,20.576923076923077
BLACKHALL PLACE,Monday,5,30.0,7.863636363636363,22.136363636363637
BLACKHALL PLACE,Monday,6,30.0,3.3076923076923075,26.692307692307693
BLACKHALL PLACE,Monday,7,30.0,0.6818181818181818,29.318181818181817
BLACKHALL PLACE,Monday,8,30.0,0.46153846153846156,29.53846153846154
BLACKHALL PLACE,Monday,9,30.0,0.22727272727272727,29.772727272727273
BLACKHALL PLACE,Monday,10,30.0,1.72,28.28
BLACKHALL PLACE,Monday,11,30.0,1.7083333333333333,28.291666666666668
BLACKHALL PLACE,Monday,12,30.0,2.0833333333333335,27.916666666666668
BLACKHALL PLACE,Monday,13,30.0,3.0,27.0
BLACKHALL PLACE,Monday,14,30.0,3.090909090909091,26.90909090909091
BLACKHALL PLACE,Monday,15,30.0,3.608695652173913,26.391304347826086
BLACKHALL PLACE,Monday,16,30.0,4.64,25.36
BLACKHALL PLACE,Monday,17,30.0,8.333333333333334,21.666666666666668
BLACKHALL PLACE,Monday,18,30.0,13.583333333333334,16.416666666666668
BLACKHALL PLACE,Monday,19,30.0,15.76,14.24
BLACKHALL PLACE,Monday,20,30.0,15.173913043478262,14.826086956521738
BLACKHALL PLACE,Monday,21,30.0,15.4,14.6
BLACKHALL PLACE,Monday,22,30.0,18.130434782608695,11.869565217391305
BLACKHALL PLACE,Monday,23,30.0,16.434782608695652,13.565217391304348
BLACKHALL PLACE,Saturday,0,30.0,25.5,4.5
BLACKHALL PLACE,Saturday,1,30.0,25.5,4.5
BLACKHALL PLACE,Saturday,2,30.0,25.391304347826086,4.608695652173913
BLACKHALL PLACE,Saturday,3,30.0,25.5,4.5
BLACKHALL PLACE,Saturday,4,30.0,25.56,4.44
BLACKHALL PLACE,Saturday,5,30.0,25.24,4.76
BLACKHALL PLACE,Saturday,6,30.0,23.125,6.875
BLACKHALL PLACE,Saturday,7,30.0,22.608695652173914,7.391304347826087
BLACKHALL PLACE,Saturday,8,30.0,20.2,9.8
BLACKHALL PLACE,Saturday,9,30.0,18.954545454545453,11.045454545454545
BLACKHALL PLACE,Saturday,10,30.0,18.0,12.0
BLACKHALL PLACE,Saturday,11,30.0,15.166666666666666,14.833333333333334
BLACKHALL PLACE,Saturday,12,30.0,16.166666666666668,13.833333333333334
BLACKHALL PLACE,Saturday,13,30.0,12.08695652173913,17.91304347826087
BLACKHALL PLACE,Saturday,14,30.0,13.0,17.0
BLACKHALL PLACE,Saturday,15,30.0,12.458333333333334,17.541666666666668
BLACKHALL PLACE,Saturday,16,30.0,10.52,19.48
BLACKHALL PLACE,Saturday,17,30.0,10.636363636363637,19.363636363636363
BLACKHALL PLACE,Saturday,18,30.0,9.73076923076923,20.26923076923077
BLACKHALL PLACE,Saturday,19,30.0,7.333333333333333,22.666666666666668
BLACKHALL PLACE,Saturday,20,30.0,7.826086956521739,22.17391304347826
BLACKHALL PLACE,Saturday,21,30.0,7.5,22.5
BLACKHALL PLACE,Saturday,22,30.0,10.166666666666666,19.833333333333332
BLACKHALL PLACE,Saturday,23,30.0,10.782608695652174,19.217391304347824
BLACKHALL PLACE,Sunday,0,30.0,12.5,17.5
BLACKHALL PLACE,Sunday,1,30.0,12.2,17.8
BLACKHALL PLACE,Sunday,2,30.0,12.826086956521738,17.17391304347826
BLACKHALL PLACE,Sunday,3,30.0,12.5,17.5
BLACKHALL PLACE,Sunday,4,30.0,12.153846153846153,17.846153846153847
BLACKHALL PLACE,Sunday,5,30.0,10.75,19.25
BLACKHALL PLACE,Sunday,6,30.0,9.909090909090908,20.09090909090909
BLACKHALL PLACE,Sunday,7,30.0,9.346153846153847,20.653846153846153
BLACKHALL PLACE,Sunday,8,30.0,9.347826086956522,20.652173913043477
BLACKHALL PLACE,Sunday,9,30.0,6.916666666666667,23.083333333333332
BLACKHALL PLACE,Sunday,10,30.0,6.333333333333333,23.666666666666668
BLACKHALL PLACE,Sunday,11,30.0,4.739130434782608,25.26086956521739
BLACKHALL PLACE,Sunday,12,30.0,3.9583333333333335,26.041666666666668
BLACKHALL PLACE,Sunday,13,30.0,5.12,24.88
BLACKHALL PLACE,Sunday,14,30.0,3.3333333333333335,26.666666666666668
BLACKHALL PLACE,Sunday,15,30.0,2.32,27.68
BLACKHALL PLACE,Sunday,16,30.0,2.0833333333333335,27.916666666666668
BLACKHALL PLACE,Sunday,17,30.0,4.454545454545454,25.545454545454547
BLACKHALL PLACE,Sunday,18,30.0,4.961538461538462,25.03846153846154
BLACKHALL PLACE,Sunday,19,30.0,7.363636363636363,22.636363636363637
BLACKHALL PLACE,Sunday,20,30.0,9.56,20.44
BLACKHALL PLACE,Sunday,21,30.0,8.875,21.125
BLACKHALL PLACE,Sunday,22,30.0,8.608695652173912,21.391304347826086
BLACKHALL PLACE,Sunday,23,30.0,9.125,20.875
BLACKHALL PLACE,Thursday,0,30.0,23.0,7.0
BLACKHALL PLACE,Thursday,1,30.0,23.2,6.8
BLACKHALL PLACE,Thursday,2,30.0,23.0,7.0
BLACKHALL PLACE,Thursday,3,30.0,23.0,7.0
BLACKHALL PLACE,Thursday,4,30.0,23.04,6.96
BLACKHALL PLACE,Thursday,5,30.0,21.416666666666668,8.583333333333334
BLACKHALL PLACE,Thursday,6,30.0,13.75,16.25
BLACKHALL PLACE,Thursday,7,30.0,2.217391304347826,27.782608695652176
BLACKHALL PLACE,Thursday,8,30.0,0.48,29.52
BLACKHALL PLACE,Thursday,9,30.0,0.9166666666666666,29.083333333333332
BLACKHALL PLACE,Thursday,10,30.0,1.4516129032258065,28.548387096774192
BLACKHALL PLACE,Thursday,11,30.0,0.3888888888888889,29.61111111111111
BLACKHALL PLACE,Thursday,12,30.0,1.2,28.8
BLACKHALL PLACE,Thursday,13,30.0,4.944444444444445,25.055555555555557
BLACKHALL PLACE,Thursday,14,30.0,4.722222222222222,25.27777777777778
BLACKHALL PLACE,Thursday,15,30.0,4.846153846153846,25.153846153846153
BLACKHALL PLACE,Thursday,16,30.0,7.304347826086956,22.695652173913043
BLACKHALL PLACE,Thursday,17,30.0,11.76923076923077,18.23076923076923
BLACKHALL PLACE,Thursday,18,30.0,16.5,13.5
BLACKHALL PLACE,Thursday,19,30.0,17.82608695652174,12.173913043478262
BLACKHALL PLACE,Thursday,20,30.0,17.0,13.0
